ticker,event_ticker,title,status,result,strike,volume,close_time,expiration_time
KXBTC15M-25DEC112115-15,KXBTC15M-25DEC112115,"BTC price up in next 15 mins?",finalized,yes,,335,2025-12-12T02:15:00Z,2025-12-19T02:15:00Z
KXBTC15M-25DEC112100-00,KXBTC15M-25DEC112100,"BTC price up in next 15 mins?",finalized,no,,587,2025-12-12T02:00:00Z,2025-12-19T02:00:00Z
KXBTC15M-25DEC112045-45,KXBTC15M-25DEC112045,"BTC price up in next 15 mins?",finalized,yes,,171,2025-12-12T01:45:00Z,2025-12-19T01:45:00Z
KXBTC15M-25DEC112030-30,KXBTC15M-25DEC112030,"BTC price up in next 15 mins?",finalized,yes,,106,2025-12-12T01:30:00Z,2025-12-19T01:30:00Z
KXBTC15M-25DEC112015-15,KXBTC15M-25DEC112015,"BTC price up in next 15 mins?",finalized,yes,,2,2025-12-12T01:15:00Z,2025-12-19T01:15:00Z
KXBTC15M-25DEC112000-00,KXBTC15M-25DEC112000,"BTC price up in next 15 mins?",finalized,no,,300,2025-12-12T01:00:00Z,2025-12-19T01:00:00Z
KXBTC15M-25DEC111945-45,KXBTC15M-25DEC111945,"BTC price up in next 15 mins?",finalized,no,,250,2025-12-12T00:45:00Z,2025-12-19T00:45:00Z
KXBTC15M-25DEC111930-30,KXBTC15M-25DEC111930,"BTC price up in next 15 mins?",finalized,no,,1047,2025-12-12T00:30:00Z,2025-12-19T00:30:00Z
KXBTC15M-25DEC111915-15,KXBTC15M-25DEC111915,"BTC price up in next 15 mins?",finalized,no,,1210,2025-12-12T00:15:00Z,2025-12-19T00:15:00Z
KXBTC15M-25DEC111900-00,KXBTC15M-25DEC111900,"BTC price up in next 15 mins?",finalized,no,,116,2025-12-12T00:00:00Z,2025-12-19T00:00:00Z
KXBTC15M-25DEC111845-45,KXBTC15M-25DEC111845,"BTC price up in next 15 mins?",finalized,yes,,7,2025-12-11T23:45:00Z,2025-12-18T23:45:00Z
KXBTC15M-25DEC111830-30,KXBTC15M-25DEC111830,"BTC price up in next 15 mins?",finalized,no,,66,2025-12-11T23:30:00Z,2025-12-18T23:30:00Z
KXBTC15M-25DEC111815-15,KXBTC15M-25DEC111815,"BTC price up in next 15 mins?",finalized,yes,,334,2025-12-11T23:15:00Z,2025-12-18T23:15:00Z
KXBTC15M-25DEC111800-00,KXBTC15M-25DEC111800,"BTC price up in next 15 mins?",finalized,yes,,11,2025-12-11T23:00:00Z,2025-12-18T23:00:00Z
KXBTC15M-25DEC111745-45,KXBTC15M-25DEC111745,"BTC price up in next 15 mins?",finalized,no,,29,2025-12-11T22:45:00Z,2025-12-18T22:45:00Z
KXBTC15M-25DEC111730-30,KXBTC15M-25DEC111730,"BTC price up in next 15 mins?",finalized,no,,574,2025-12-11T22:30:00Z,2025-12-18T22:30:00Z
KXBTC15M-25DEC111715-15,KXBTC15M-25DEC111715,"BTC price up in next 15 mins?",finalized,yes,,324,2025-12-11T22:15:00Z,2025-12-18T22:15:00Z
KXBTC15M-25DEC111700-00,KXBTC15M-25DEC111700,"BTC price up in next 15 mins?",finalized,no,,286,2025-12-11T22:00:00Z,2025-12-18T22:00:00Z
KXBTC15M-25DEC111645-45,KXBTC15M-25DEC111645,"BTC price up in next 15 mins?",finalized,yes,,236,2025-12-11T21:45:00Z,2025-12-18T21:45:00Z
KXBTC15M-25DEC111630-30,KXBTC15M-25DEC111630,"BTC price up in next 15 mins?",finalized,yes,,32,2025-12-11T21:30:00Z,2025-12-18T21:30:00Z
KXBTC15M-25DEC111615-15,KXBTC15M-25DEC111615,"BTC price up in next 15 mins?",finalized,yes,,76,2025-12-11T21:15:00Z,2025-12-18T21:15:00Z
KXBTC15M-25DEC111600-00,KXBTC15M-25DEC111600,"BTC price up in next 15 mins?",finalized,yes,,74,2025-12-11T21:00:00Z,2025-12-18T21:00:00Z
KXBTC15M-25DEC111545-45,KXBTC15M-25DEC111545,"BTC price up in next 15 mins?",finalized,yes,,99,2025-12-11T20:45:00Z,2025-12-18T20:45:00Z
KXBTC15M-25DEC111530-30,KXBTC15M-25DEC111530,"BTC price up in next 15 mins?",finalized,no,,209,2025-12-11T20:30:00Z,2025-12-18T20:30:00Z
KXBTC15M-25DEC111515-15,KXBTC15M-25DEC111515,"BTC price up in next 15 mins?",finalized,yes,,392,2025-12-11T20:15:00Z,2025-12-18T20:15:00Z
KXBTC15M-25DEC111500-00,KXBTC15M-25DEC111500,"BTC price up in next 15 mins?",finalized,no,,12,2025-12-11T20:00:00Z,2025-12-18T20:00:00Z
KXBTC15M-25DEC111445-45,KXBTC15M-25DEC111445,"BTC price up in next 15 mins?",finalized,yes,,6,2025-12-11T19:45:00Z,2025-12-18T19:45:00Z
KXBTC15M-25DEC111430-30,KXBTC15M-25DEC111430,"BTC price up in next 15 mins?",finalized,yes,,206,2025-12-11T19:30:00Z,2025-12-18T19:30:00Z
KXBTC15M-25DEC111415-15,KXBTC15M-25DEC111415,"BTC price up in next 15 mins?",finalized,yes,,387,2025-12-11T19:15:00Z,2025-12-18T19:15:00Z
KXBTC15M-25DEC111400-00,KXBTC15M-25DEC111400,"BTC price up in next 15 mins?",finalized,no,,264,2025-12-11T19:00:00Z,2025-12-18T19:00:00Z
KXBTC15M-25DEC111345-45,KXBTC15M-25DEC111345,"BTC price up in next 15 mins?",finalized,yes,,0,2025-12-11T18:45:00Z,2025-12-18T18:45:00Z
KXBTC15M-25DEC111330-30,KXBTC15M-25DEC111330,"BTC price up in next 15 mins?",finalized,yes,,65,2025-12-11T18:30:00Z,2025-12-18T18:30:00Z
KXBTC15M-25DEC111315-15,KXBTC15M-25DEC111315,"BTC price up in next 15 mins?",finalized,yes,,32,2025-12-11T18:15:00Z,2025-12-18T18:15:00Z
KXBTC15M-25DEC111300-00,KXBTC15M-25DEC111300,"BTC price up in next 15 mins?",finalized,no,,12,2025-12-11T18:00:00Z,2025-12-18T18:00:00Z
KXBTC15M-25DEC111245-45,KXBTC15M-25DEC111245,"BTC price up in next 15 mins?",finalized,no,,6,2025-12-11T17:45:00Z,2025-12-18T17:45:00Z
KXBTC15M-25DEC111230-30,KXBTC15M-25DEC111230,"BTC price up in next 15 mins?",finalized,yes,,559,2025-12-11T17:30:00Z,2025-12-18T17:30:00Z
KXBTC15M-25DEC111215-15,KXBTC15M-25DEC111215,"BTC price up in next 15 mins?",finalized,yes,,233,2025-12-11T17:15:00Z,2025-12-18T17:15:00Z
KXBTC15M-25DEC111200-00,KXBTC15M-25DEC111200,"BTC price up in next 15 mins?",finalized,no,,5,2025-12-11T17:00:00Z,2025-12-18T17:00:00Z
KXBTC15M-25DEC111145-45,KXBTC15M-25DEC111145,"BTC price up in next 15 mins?",finalized,yes,,28,2025-12-11T16:45:00Z,2025-12-18T16:45:00Z
KXBTC15M-25DEC111130-30,KXBTC15M-25DEC111130,"BTC price up in next 15 mins?",finalized,yes,,92,2025-12-11T16:30:00Z,2025-12-18T16:30:00Z
KXBTC15M-25DEC111115-15,KXBTC15M-25DEC111115,"BTC price up in next 15 mins?",finalized,no,,649,2025-12-11T16:15:00Z,2025-12-18T16:15:00Z
KXBTC15M-25DEC111100-00,KXBTC15M-25DEC111100,"BTC price up in next 15 mins?",finalized,yes,,98,2025-12-11T16:00:00Z,2025-12-18T16:00:00Z
KXBTC15M-25DEC111045-45,KXBTC15M-25DEC111045,"BTC price up in next 15 mins?",finalized,no,,339,2025-12-11T15:45:00Z,2025-12-18T15:45:00Z
KXBTC15M-25DEC111030-30,KXBTC15M-25DEC111030,"BTC price up in next 15 mins?",finalized,yes,,4,2025-12-11T15:30:00Z,2025-12-18T15:30:00Z
KXBTC15M-25DEC111015-15,KXBTC15M-25DEC111015,"BTC price up in next 15 mins?",finalized,yes,,14,2025-12-11T15:15:00Z,2025-12-18T15:15:00Z
KXBTC15M-25DEC111000-00,KXBTC15M-25DEC111000,"BTC price up in next 15 mins?",finalized,no,,0,2025-12-11T15:00:00Z,2025-12-18T15:00:00Z
KXBTC15M-25DEC110945-45,KXBTC15M-25DEC110945,"BTC price up in next 15 mins?",finalized,yes,,0,2025-12-11T14:45:00Z,2025-12-18T14:45:00Z
KXBTC15M-25DEC110930-30,KXBTC15M-25DEC110930,"BTC price up in next 15 mins?",finalized,yes,,9,2025-12-11T14:30:00Z,2025-12-18T14:30:00Z
KXBTC15M-25DEC110915-15,KXBTC15M-25DEC110915,"BTC price up in next 15 mins?",finalized,yes,,12,2025-12-11T14:15:00Z,2025-12-18T14:15:00Z
KXBTC15M-25DEC110000-00,KXBTC15M-25DEC110000,"BTC price up in next 15 mins?",finalized,yes,,2,2025-12-11T05:00:00Z,2025-12-18T05:00:00Z
KXBTC15M-25DEC102345-45,KXBTC15M-25DEC102345,"BTC price up in next 15 mins?",finalized,yes,,0,2025-12-11T04:45:00Z,2025-12-18T04:45:00Z
KXBTC15M-25DEC102330-30,KXBTC15M-25DEC102330,"BTC price up in next 15 mins?",finalized,no,,1,2025-12-11T04:30:00Z,2025-12-18T04:30:00Z
KXBTC15M-25DEC102315-15,KXBTC15M-25DEC102315,"BTC price up in next 15 mins?",finalized,yes,,0,2025-12-11T04:15:00Z,2025-12-18T04:15:00Z
KXBTC15M-25DEC102300-00,KXBTC15M-25DEC102300,"BTC price up in next 15 mins?",finalized,yes,,0,2025-12-11T04:00:00Z,2025-12-18T04:00:00Z
KXBTC15M-25DEC102245-45,KXBTC15M-25DEC102245,"BTC price up in next 15 mins?",finalized,yes,,0,2025-12-11T03:45:00Z,2025-12-18T03:45:00Z
KXBTC15M-25DEC102230-30,KXBTC15M-25DEC102230,"BTC price up in next 15 mins?",finalized,yes,,0,2025-12-11T03:30:00Z,2025-12-18T03:30:00Z
KXBTC15M-25DEC102215-15,KXBTC15M-25DEC102215,"BTC price up in next 15 mins?",finalized,no,,0,2025-12-11T03:15:00Z,2025-12-18T03:15:00Z
KXBTC15M-25DEC102200-00,KXBTC15M-25DEC102200,"BTC price up in next 15 mins?",finalized,no,,0,2025-12-11T03:00:00Z,2025-12-18T03:00:00Z
KXBTC15M-25DEC102145-45,KXBTC15M-25DEC102145,"BTC price up in next 15 mins?",finalized,no,,0,2025-12-11T02:45:00Z,2025-12-18T02:45:00Z
KXBTC15M-25DEC102130-30,KXBTC15M-25DEC102130,"BTC price up in next 15 mins?",finalized,no,,0,2025-12-11T02:30:00Z,2025-12-18T02:30:00Z
KXBTC15M-25DEC102115-15,KXBTC15M-25DEC102115,"BTC price up in next 15 mins?",finalized,no,,0,2025-12-11T02:15:00Z,2025-12-18T02:15:00Z
KXBTC15M-25DEC102100-00,KXBTC15M-25DEC102100,"BTC price up in next 15 mins?",finalized,no,,0,2025-12-11T02:00:00Z,2025-12-18T02:00:00Z
KXBTC15M-25DEC102045-45,KXBTC15M-25DEC102045,"BTC price up in next 15 mins?",finalized,no,,0,2025-12-11T01:45:00Z,2025-12-18T01:45:00Z
KXBTC15M-25DEC102030-30,KXBTC15M-25DEC102030,"BTC price up in next 15 mins?",finalized,yes,,0,2025-12-11T01:30:00Z,2025-12-18T01:30:00Z
KXBTC15M-25DEC102015-15,KXBTC15M-25DEC102015,"BTC price up in next 15 mins?",finalized,no,,0,2025-12-11T01:15:00Z,2025-12-18T01:15:00Z
KXBTC15M-25DEC102000-00,KXBTC15M-25DEC102000,"BTC price up in next 15 mins?",finalized,yes,,0,2025-12-11T01:00:00Z,2025-12-18T01:00:00Z
KXBTC15M-25DEC101945-45,KXBTC15M-25DEC101945,"BTC price up in next 15 mins?",finalized,no,,0,2025-12-11T00:45:00Z,2025-12-18T00:45:00Z
KXBTC15M-25DEC101930-30,KXBTC15M-25DEC101930,"BTC price up in next 15 mins?",finalized,no,,0,2025-12-11T00:30:00Z,2025-12-18T00:30:00Z
KXBTC15M-25DEC101915-15,KXBTC15M-25DEC101915,"BTC price up in next 15 mins?",finalized,yes,,0,2025-12-11T00:15:00Z,2025-12-18T00:15:00Z
KXBTC15M-25DEC101900-00,KXBTC15M-25DEC101900,"BTC price up in next 15 mins?",finalized,no,,0,2025-12-11T00:00:00Z,2025-12-18T00:00:00Z
KXBTC15M-25DEC101845-45,KXBTC15M-25DEC101845,"BTC price up in next 15 mins?",finalized,no,,0,2025-12-10T23:45:00Z,2025-12-17T23:45:00Z
KXBTC15M-25DEC101830-30,KXBTC15M-25DEC101830,"BTC price up in next 15 mins?",finalized,no,,0,2025-12-10T23:30:00Z,2025-12-17T23:30:00Z
KXBTC15M-25DEC101815-15,KXBTC15M-25DEC101815,"BTC price up in next 15 mins?",finalized,no,,0,2025-12-10T23:15:00Z,2025-12-17T23:15:00Z
KXBTC15M-25DEC101800-00,KXBTC15M-25DEC101800,"BTC price up in next 15 mins?",finalized,yes,,0,2025-12-10T23:00:00Z,2025-12-17T23:00:00Z
KXBTC15M-25DEC101745-45,KXBTC15M-25DEC101745,"BTC price up in next 15 mins?",finalized,yes,,0,2025-12-10T22:45:00Z,2025-12-17T22:45:00Z
KXBTC15M-25DEC101730-30,KXBTC15M-25DEC101730,"BTC price up in next 15 mins?",finalized,yes,,0,2025-12-10T22:30:00Z,2025-12-17T22:30:00Z
KXBTC15M-25DEC101715-15,KXBTC15M-25DEC101715,"BTC price up in next 15 mins?",finalized,no,,5,2025-12-10T22:15:00Z,2025-12-17T22:15:00Z
KXBTC15M-25DEC101700-00,KXBTC15M-25DEC101700,"BTC price up in next 15 mins?",finalized,no,,0,2025-12-10T22:00:00Z,2025-12-17T22:00:00Z
KXBTC15M-25DEC171745-45,KXBTC15M-25DEC171745,"BTC price up in next 15 mins?",finalized,no,86235,80,2025-12-17T22:45:00Z,2025-12-24T22:45:00Z
KXBTC15M-25DEC171730-30,KXBTC15M-25DEC171730,"BTC price up in next 15 mins?",finalized,yes,86048,856,2025-12-17T22:30:00Z,2025-12-24T22:30:00Z
KXBTC15M-25DEC171715-15,KXBTC15M-25DEC171715,"BTC price up in next 15 mins?",finalized,yes,85951,1233,2025-12-17T22:15:00Z,2025-12-24T22:15:00Z
KXBTC15M-25DEC171700-00,KXBTC15M-25DEC171700,"BTC price up in next 15 mins?",finalized,yes,85856,156,2025-12-17T22:00:00Z,2025-12-24T22:00:00Z
KXBTC15M-25DEC171645-45,KXBTC15M-25DEC171645,"BTC price up in next 15 mins?",finalized,yes,85799,395,2025-12-17T21:45:00Z,2025-12-24T21:45:00Z
KXBTC15M-25DEC171630-30,KXBTC15M-25DEC171630,"BTC price up in next 15 mins?",finalized,no,85979,801,2025-12-17T21:30:00Z,2025-12-24T21:30:00Z
KXBTC15M-25DEC171615-15,KXBTC15M-25DEC171615,"BTC price up in next 15 mins?",finalized,yes,85821,444,2025-12-17T21:15:00Z,2025-12-24T21:15:00Z
KXBTC15M-25DEC171600-00,KXBTC15M-25DEC171600,"BTC price up in next 15 mins?",finalized,no,86079,185,2025-12-17T21:00:00Z,2025-12-24T21:00:00Z
KXBTC15M-25DEC171545-45,KXBTC15M-25DEC171545,"BTC price up in next 15 mins?",finalized,no,86102,374,2025-12-17T20:45:00Z,2025-12-24T20:45:00Z
KXBTC15M-25DEC171530-30,KXBTC15M-25DEC171530,"BTC price up in next 15 mins?",finalized,yes,85673,417,2025-12-17T20:30:00Z,2025-12-24T20:30:00Z
KXBTC15M-25DEC171515-15,KXBTC15M-25DEC171515,"BTC price up in next 15 mins?",finalized,no,85976,1667,2025-12-17T20:15:00Z,2025-12-24T20:15:00Z
KXBTC15M-25DEC171500-00,KXBTC15M-25DEC171500,"BTC price up in next 15 mins?",finalized,yes,85617,151,2025-12-17T20:00:00Z,2025-12-24T20:00:00Z
KXBTC15M-25DEC171445-45,KXBTC15M-25DEC171445,"BTC price up in next 15 mins?",finalized,no,85708,829,2025-12-17T19:45:00Z,2025-12-24T19:45:00Z
KXBTC15M-25DEC171430-30,KXBTC15M-25DEC171430,"BTC price up in next 15 mins?",finalized,yes,85457,49,2025-12-17T19:30:00Z,2025-12-24T19:30:00Z
KXBTC15M-25DEC171415-15,KXBTC15M-25DEC171415,"BTC price up in next 15 mins?",finalized,no,85751,289,2025-12-17T19:15:00Z,2025-12-24T19:15:00Z
KXBTC15M-25DEC171400-00,KXBTC15M-25DEC171400,"BTC price up in next 15 mins?",finalized,no,85928,217,2025-12-17T19:00:00Z,2025-12-24T19:00:00Z
KXBTC15M-25DEC171345-45,KXBTC15M-25DEC171345,"BTC price up in next 15 mins?",finalized,no,86438,344,2025-12-17T18:45:00Z,2025-12-24T18:45:00Z
KXBTC15M-25DEC171330-30,KXBTC15M-25DEC171330,"BTC price up in next 15 mins?",finalized,no,86508,1310,2025-12-17T18:30:00Z,2025-12-24T18:30:00Z
KXBTC15M-25DEC171315-15,KXBTC15M-25DEC171315,"BTC price up in next 15 mins?",finalized,yes,86385,122,2025-12-17T18:15:00Z,2025-12-24T18:15:00Z
KXBTC15M-25DEC171300-00,KXBTC15M-25DEC171300,"BTC price up in next 15 mins?",finalized,no,86400,891,2025-12-17T18:00:00Z,2025-12-24T18:00:00Z
KXBTC15M-25DEC171245-45,KXBTC15M-25DEC171245,"BTC price up in next 15 mins?",finalized,no,86865,748,2025-12-17T17:45:00Z,2025-12-24T17:45:00Z
KXBTC15M-25DEC171230-30,KXBTC15M-25DEC171230,"BTC price up in next 15 mins?",finalized,yes,86636,1097,2025-12-17T17:30:00Z,2025-12-24T17:30:00Z
KXBTC15M-25DEC171215-15,KXBTC15M-25DEC171215,"BTC price up in next 15 mins?",finalized,no,86938,354,2025-12-17T17:15:00Z,2025-12-24T17:15:00Z
KXBTC15M-25DEC171200-00,KXBTC15M-25DEC171200,"BTC price up in next 15 mins?",finalized,yes,86526,242,2025-12-17T17:00:00Z,2025-12-24T17:00:00Z
KXBTC15M-25DEC171145-45,KXBTC15M-25DEC171145,"BTC price up in next 15 mins?",finalized,yes,86370,643,2025-12-17T16:45:00Z,2025-12-24T16:45:00Z
KXBTC15M-25DEC171130-30,KXBTC15M-25DEC171130,"BTC price up in next 15 mins?",finalized,no,87142,729,2025-12-17T16:30:00Z,2025-12-24T16:30:00Z
KXBTC15M-25DEC171115-15,KXBTC15M-25DEC171115,"BTC price up in next 15 mins?",finalized,no,87336,534,2025-12-17T16:15:00Z,2025-12-24T16:15:00Z
KXBTC15M-25DEC171100-00,KXBTC15M-25DEC171100,"BTC price up in next 15 mins?",finalized,no,88610,540,2025-12-17T16:00:00Z,2025-12-24T16:00:00Z
KXBTC15M-25DEC171045-45,KXBTC15M-25DEC171045,"BTC price up in next 15 mins?",finalized,no,89882,649,2025-12-17T15:45:00Z,2025-12-24T15:45:00Z
KXBTC15M-25DEC171030-30,KXBTC15M-25DEC171030,"BTC price up in next 15 mins?",finalized,no,90130,1134,2025-12-17T15:30:00Z,2025-12-24T15:30:00Z
KXBTC15M-25DEC171015-15,KXBTC15M-25DEC171015,"BTC price up in next 15 mins?",finalized,yes,89564,1062,2025-12-17T15:15:00Z,2025-12-24T15:15:00Z
KXBTC15M-25DEC171000-00,KXBTC15M-25DEC171000,"BTC price up in next 15 mins?",finalized,yes,87443,769,2025-12-17T15:00:00Z,2025-12-24T15:00:00Z
KXBTC15M-25DEC170945-45,KXBTC15M-25DEC170945,"BTC price up in next 15 mins?",finalized,no,87712,1291,2025-12-17T14:45:00Z,2025-12-24T14:45:00Z
KXBTC15M-25DEC170930-30,KXBTC15M-25DEC170930,"BTC price up in next 15 mins?",finalized,yes,87590,649,2025-12-17T14:30:00Z,2025-12-24T14:30:00Z
KXBTC15M-25DEC170915-15,KXBTC15M-25DEC170915,"BTC price up in next 15 mins?",finalized,no,87626,1619,2025-12-17T14:15:00Z,2025-12-24T14:15:00Z
KXBTC15M-25DEC170000-00,KXBTC15M-25DEC170000,"BTC price up in next 15 mins?",finalized,no,86842,673,2025-12-17T05:00:00Z,2025-12-24T05:00:00Z
KXBTC15M-25DEC162345-45,KXBTC15M-25DEC162345,"BTC price up in next 15 mins?",finalized,no,87024,502,2025-12-17T04:45:00Z,2025-12-24T04:45:00Z
KXBTC15M-25DEC162330-30,KXBTC15M-25DEC162330,"BTC price up in next 15 mins?",finalized,no,87307,4457,2025-12-17T04:30:00Z,2025-12-24T04:30:00Z
KXBTC15M-25DEC162315-15,KXBTC15M-25DEC162315,"BTC price up in next 15 mins?",finalized,yes,87190,3398,2025-12-17T04:15:00Z,2025-12-24T04:15:00Z
KXBTC15M-25DEC162300-00,KXBTC15M-25DEC162300,"BTC price up in next 15 mins?",finalized,no,87248,2618,2025-12-17T04:00:00Z,2025-12-24T04:00:00Z
KXBTC15M-25DEC162245-45,KXBTC15M-25DEC162245,"BTC price up in next 15 mins?",finalized,no,87335,2401,2025-12-17T03:45:00Z,2025-12-24T03:45:00Z
KXBTC15M-25DEC162230-30,KXBTC15M-25DEC162230,"BTC price up in next 15 mins?",finalized,no,87446,1060,2025-12-17T03:30:00Z,2025-12-24T03:30:00Z
KXBTC15M-25DEC162215-15,KXBTC15M-25DEC162215,"BTC price up in next 15 mins?",finalized,no,87471,548,2025-12-17T03:15:00Z,2025-12-24T03:15:00Z
KXBTC15M-25DEC162200-00,KXBTC15M-25DEC162200,"BTC price up in next 15 mins?",finalized,yes,87367,649,2025-12-17T03:00:00Z,2025-12-24T03:00:00Z
KXBTC15M-25DEC162145-45,KXBTC15M-25DEC162145,"BTC price up in next 15 mins?",finalized,yes,87320,1457,2025-12-17T02:45:00Z,2025-12-24T02:45:00Z
KXBTC15M-25DEC162130-30,KXBTC15M-25DEC162130,"BTC price up in next 15 mins?",finalized,yes,87270,601,2025-12-17T02:30:00Z,2025-12-24T02:30:00Z
KXBTC15M-25DEC162115-15,KXBTC15M-25DEC162115,"BTC price up in next 15 mins?",finalized,no,87518,1315,2025-12-17T02:15:00Z,2025-12-24T02:15:00Z
KXBTC15M-25DEC162100-00,KXBTC15M-25DEC162100,"BTC price up in next 15 mins?",finalized,no,87567,1525,2025-12-17T02:00:00Z,2025-12-24T02:00:00Z
KXBTC15M-25DEC162045-45,KXBTC15M-25DEC162045,"BTC price up in next 15 mins?",finalized,no,87739,1027,2025-12-17T01:45:00Z,2025-12-24T01:45:00Z
KXBTC15M-25DEC162030-30,KXBTC15M-25DEC162030,"BTC price up in next 15 mins?",finalized,yes,87609,745,2025-12-17T01:30:00Z,2025-12-24T01:30:00Z
KXBTC15M-25DEC162015-15,KXBTC15M-25DEC162015,"BTC price up in next 15 mins?",finalized,yes,87514,259,2025-12-17T01:15:00Z,2025-12-24T01:15:00Z
KXBTC15M-25DEC162000-00,KXBTC15M-25DEC162000,"BTC price up in next 15 mins?",finalized,yes,87429,554,2025-12-17T01:00:00Z,2025-12-24T01:00:00Z
KXBTC15M-25DEC161945-45,KXBTC15M-25DEC161945,"BTC price up in next 15 mins?",finalized,no,87484,1329,2025-12-17T00:45:00Z,2025-12-24T00:45:00Z
KXBTC15M-25DEC161930-30,KXBTC15M-25DEC161930,"BTC price up in next 15 mins?",finalized,no,87534,1805,2025-12-17T00:30:00Z,2025-12-24T00:30:00Z
KXBTC15M-25DEC161915-15,KXBTC15M-25DEC161915,"BTC price up in next 15 mins?",finalized,no,87834,687,2025-12-17T00:15:00Z,2025-12-24T00:15:00Z
KXBTC15M-25DEC161900-00,KXBTC15M-25DEC161900,"BTC price up in next 15 mins?",finalized,yes,87785,1518,2025-12-17T00:00:00Z,2025-12-24T00:00:00Z
KXBTC15M-25DEC161845-45,KXBTC15M-25DEC161845,"BTC price up in next 15 mins?",finalized,yes,87635,1092,2025-12-16T23:45:00Z,2025-12-23T23:45:00Z
KXBTC15M-25DEC161830-30,KXBTC15M-25DEC161830,"BTC price up in next 15 mins?",finalized,no,87699,1919,2025-12-16T23:30:00Z,2025-12-23T23:30:00Z
KXBTC15M-25DEC161815-15,KXBTC15M-25DEC161815,"BTC price up in next 15 mins?",finalized,no,87769,1275,2025-12-16T23:15:00Z,2025-12-23T23:15:00Z
KXBTC15M-25DEC161800-00,KXBTC15M-25DEC161800,"BTC price up in next 15 mins?",finalized,no,87895,1017,2025-12-16T23:00:00Z,2025-12-23T23:00:00Z
KXBTC15M-25DEC161745-45,KXBTC15M-25DEC161745,"BTC price up in next 15 mins?",finalized,yes,87827,795,2025-12-16T22:45:00Z,2025-12-23T22:45:00Z
KXBTC15M-25DEC161730-30,KXBTC15M-25DEC161730,"BTC price up in next 15 mins?",finalized,yes,87636,661,2025-12-16T22:30:00Z,2025-12-23T22:30:00Z
KXBTC15M-25DEC161715-15,KXBTC15M-25DEC161715,"BTC price up in next 15 mins?",finalized,no,87764,2050,2025-12-16T22:15:00Z,2025-12-23T22:15:00Z
KXBTC15M-25DEC161700-00,KXBTC15M-25DEC161700,"BTC price up in next 15 mins?",finalized,no,87864,1055,2025-12-16T22:00:00Z,2025-12-23T22:00:00Z
KXBTC15M-25DEC161645-45,KXBTC15M-25DEC161645,"BTC price up in next 15 mins?",finalized,yes,87677,435,2025-12-16T21:45:00Z,2025-12-23T21:45:00Z
KXBTC15M-25DEC161630-30,KXBTC15M-25DEC161630,"BTC price up in next 15 mins?",finalized,yes,87632,1882,2025-12-16T21:30:00Z,2025-12-23T21:30:00Z
KXBTC15M-25DEC161615-15,KXBTC15M-25DEC161615,"BTC price up in next 15 mins?",finalized,yes,87617,3480,2025-12-16T21:15:00Z,2025-12-23T21:15:00Z
KXBTC15M-25DEC161600-00,KXBTC15M-25DEC161600,"BTC price up in next 15 mins?",finalized,no,87763,661,2025-12-16T21:00:00Z,2025-12-23T21:00:00Z
KXBTC15M-25DEC161545-45,KXBTC15M-25DEC161545,"BTC price up in next 15 mins?",finalized,yes,87513,490,2025-12-16T20:45:00Z,2025-12-23T20:45:00Z
KXBTC15M-25DEC161530-30,KXBTC15M-25DEC161530,"BTC price up in next 15 mins?",finalized,yes,87476,751,2025-12-16T20:30:00Z,2025-12-23T20:30:00Z
KXBTC15M-25DEC161515-15,KXBTC15M-25DEC161515,"BTC price up in next 15 mins?",finalized,no,87582,668,2025-12-16T20:15:00Z,2025-12-23T20:15:00Z
KXBTC15M-25DEC161500-00,KXBTC15M-25DEC161500,"BTC price up in next 15 mins?",finalized,yes,87539,598,2025-12-16T20:00:00Z,2025-12-23T20:00:00Z
KXBTC15M-25DEC161445-45,KXBTC15M-25DEC161445,"BTC price up in next 15 mins?",finalized,yes,87353,597,2025-12-16T19:45:00Z,2025-12-23T19:45:00Z
KXBTC15M-25DEC161430-30,KXBTC15M-25DEC161430,"BTC price up in next 15 mins?",finalized,yes,87336,852,2025-12-16T19:30:00Z,2025-12-23T19:30:00Z
KXBTC15M-25DEC161415-15,KXBTC15M-25DEC161415,"BTC price up in next 15 mins?",finalized,no,87740,895,2025-12-16T19:15:00Z,2025-12-23T19:15:00Z
KXBTC15M-25DEC161400-00,KXBTC15M-25DEC161400,"BTC price up in next 15 mins?",finalized,no,87875,1863,2025-12-16T19:00:00Z,2025-12-23T19:00:00Z
KXBTC15M-25DEC161345-45,KXBTC15M-25DEC161345,"BTC price up in next 15 mins?",finalized,yes,87382,271,2025-12-16T18:45:00Z,2025-12-23T18:45:00Z
KXBTC15M-25DEC161330-30,KXBTC15M-25DEC161330,"BTC price up in next 15 mins?",finalized,no,87506,3965,2025-12-16T18:30:00Z,2025-12-23T18:30:00Z
KXBTC15M-25DEC161315-15,KXBTC15M-25DEC161315,"BTC price up in next 15 mins?",finalized,yes,87109,2185,2025-12-16T18:15:00Z,2025-12-23T18:15:00Z
KXBTC15M-25DEC161300-00,KXBTC15M-25DEC161300,"BTC price up in next 15 mins?",finalized,no,87176,1422,2025-12-16T18:00:00Z,2025-12-23T18:00:00Z
KXBTC15M-25DEC161245-45,KXBTC15M-25DEC161245,"BTC price up in next 15 mins?",finalized,no,87320,607,2025-12-16T17:45:00Z,2025-12-23T17:45:00Z
